total_obras_visiveis,total_setores,total_ufs,valor_total_pipeline_brl,obras_ouro,obras_prata,obras_pipeline,valor_ouro,valor_prata,valor_pipeline
25272,12,27,3357283833356.8600004566441485,288,243,744,227882086415.210000001858,892944961432.590000418193,622166880859.47
